name,postal,full_address,category,phone,designation_date,capacity,geocode_query,geocode_status,lat,lng,matched_title,n_candidates
サニーフィールド平島,709-0631,岡山県岡山市東区東平島１３８９－７,tsusho,086-230-0115,H31.3.1,10,岡山県岡山市東区東平島1389-7,matched,34.711414,134.051941,岡山県岡山市東区東平島,1
放課後等デイサービスファーストペンギンスタジアム,704-8191,岡山県岡山市東区西大寺中野875番地5,tsusho,086-944-6001,R2.3.1,10,岡山県岡山市東区西大寺中野875-5,matched,34.656952,134.024048,岡山県岡山市東区西大寺中野８７５番地,1
サニーロード平島,709-0631,岡山県岡山市東区東平島１３８９－２,tsusho,086-230-3511,R2.3.1,10,岡山県岡山市東区東平島1389-2,matched,34.711414,134.051941,岡山県岡山市東区東平島,1
こども発達LABO.Proリハ,709-0856,岡山県岡山市東区瀬戸町下585-12,tsusho,086-952-9048,R2.6.1,10,岡山県岡山市東区瀬戸町下585-12,matched,34.732006,134.040543,岡山県岡山市東区瀬戸町下５８５番地,1
サニーフレンズ平島,709-0631,岡山県岡山市東区東平島1388-1,tsusho,086-230-3512,R2.8.1,10,岡山県岡山市東区東平島1388-1,matched,34.711414,134.051941,岡山県岡山市東区東平島,1
でいさーびす あいりんご5,709-0632,岡山県岡山市東区南古都400番,tsusho,086-206-1152,R3.3.1,10,岡山県岡山市東区南古都400-,matched,34.705639,134.050873,岡山県岡山市東区南古都４００番地,1
3BASE,704-8176,岡山県岡山市東区中川町290-1,tsusho,086-737-4282,R3.4.1,10,岡山県岡山市東区中川町290-1,matched,34.66494,133.99588,岡山県岡山市東区中川町,1
WAKU-WAKU,709-0625,岡山県岡山市東区上道北方697番地1,tsusho,086-230-5488,R3.9.1,10,岡山県岡山市東区上道北方697-1,matched,34.697746,134.017746,岡山県岡山市東区上道北方６９７番地,1
放課後等デイサービスマイカ,709-0631,岡山県岡山市東区東平島1131番地1,tsusho,086-206-3124,R5.4.1,10,岡山県岡山市東区東平島1131-1,matched,34.715317,134.046738,岡山県岡山市東区東平島１１３１番地,1
サニーキャンバス平島,709-0631,岡山県岡山市東区東平島1373-1,tsusho,086-230-2520,R5.4.1,10,岡山県岡山市東区東平島1373-1,matched,34.711414,134.051941,岡山県岡山市東区東平島,1
放課後等デイサービスpono,704-8183,岡山県岡山市東区西大寺松崎157番地5,tsusho,086-230-1337,R5.11.1,10,岡山県岡山市東区西大寺松崎157-5,matched,34.663914,134.012512,岡山県岡山市東区西大寺松崎,1
多機能型事業所ひかり西大寺支部,704-8114,岡山県岡山市東区西大寺東3丁目6－12－1,tsusho,086-206-7733,R6.1.1,20,岡山県岡山市東区西大寺東3丁目6-12-1,matched,34.660316,134.047195,岡山県岡山市東区西大寺東三丁目６番１２号,1
Pana・くおーり,709-0856,岡山県岡山市東区瀬戸町下328番地15C棟,tsusho,086-230-1419,R6.1.1,10,岡山県岡山市東区瀬戸町下328-15C棟,matched,34.728024,134.044067,岡山県岡山市東区瀬戸町下３２８番地,1
児童発達支援・放課後等デイサービス子どもの未来を育くむねっこ,709-0856,岡山県岡山市東区瀬戸町下554－1,tsusho,086-959-4151,R6.3.1,10,岡山県岡山市東区瀬戸町下554-1,matched,34.732571,134.039871,岡山県岡山市東区瀬戸町下５５４番地,1
サニーウイング平島,709-0631,岡山県岡山市東区東平島1375-3,tsusho,086-230-2666,R6.3.1,10,岡山県岡山市東区東平島1375-3,matched,34.711414,134.051941,岡山県岡山市東区東平島,1
なな星,709-0631,岡山県岡山市東区東平島1595-29,tsusho,050-8893-3630,R6.10.1,10,岡山県岡山市東区東平島1595-29,matched,34.707718,134.048981,岡山県岡山市東区東平島１５９５番地,1
ひまわりケアステーション,701-0221,岡山県岡山市南区藤田５６４番地１４５,tsusho,086-296-0170,H24.4.1,10,岡山県岡山市南区藤田564-145,matched,34.598427,133.893524,岡山県岡山市南区藤田５６４番地,1
晴る日,700-0954,岡山県岡山市南区米倉68番地6,tsusho,086-259-5745,H27.10.1,10,岡山県岡山市南区米倉68-6,matched,34.626884,133.896469,岡山県岡山市南区米倉６８番地,1
でいさーびす あいりんご,702-8048,岡山県岡山市南区福吉町３番２７,tsusho,086-239-7192,H28.5.1,10,岡山県岡山市南区福吉町3-27,matched,34.615437,133.949554,岡山県岡山市南区福吉町３番２７号,1
ちゃれんじ,702-8043,岡山県岡山市南区平福1丁目11-1山名ビル2F,tsusho,086-230-6586,H28.12.1,20,岡山県岡山市南区平福1丁目11-1山名ビル2F,matched,34.619064,133.946503,岡山県岡山市南区平福一丁目１１番１号,1
こどもサポート教室きらり岡山福富校,702-8031,岡山県岡山市南区福富西3丁目7-40,tsusho,086-363-1636,H29.4.1,10,岡山県岡山市南区福富西3丁目7-40,matched,34.621407,133.928467,岡山県岡山市南区福富西三丁目７番４０号,1
放課後等デイサービス・児童発達支援あそぼ,701-0205,岡山県岡山市南区妹尾2468番地7,tsusho,086-282-3996,H29.4.1,10,岡山県岡山市南区妹尾2468-7,matched,34.616177,133.866318,岡山県岡山市南区妹尾２４６８番地,1
めろでぃ,702-8027,岡山県岡山市南区芳泉2丁目9-2,tsusho,086-242-0130,H29.7.1,10,岡山県岡山市南区芳泉2丁目9-2,matched,34.621216,133.912643,岡山県岡山市南区芳泉二丁目９番２号,1
アニーの家,701-0204,岡山県岡山市南区大福667番地,tsusho,086-250-1669,H30.4.1,20,岡山県岡山市南区大福667-,matched,34.620628,133.883179,岡山県岡山市南区大福６６７番地,1
トータルサポートえん,701-0214,岡山県岡山市南区曽根７３７番地３,tsusho,086-298-3034,H30.12.1,20,岡山県岡山市南区曽根737-3,matched,34.568611,133.847748,岡山県岡山市南区曽根,1
ライトキッズ,700-0845,岡山県岡山市南区浜野２丁目８－２４,tsusho,080-5373-9855,H31.3.1,10,岡山県岡山市南区浜野2丁目8-24,matched,34.628742,133.936981,岡山県岡山市南区浜野二丁目８番２４号,1
ひよっこ,702-8038,岡山県岡山市南区松浜町８番地２５,tsusho,086-250-2558,H31.4.1,10,岡山県岡山市南区松浜町8-25,matched,34.611858,133.942505,岡山県岡山市南区松浜町８番２５号,1
あそび王国 南輝事業所,702-8023,岡山県岡山市南区南輝三丁目１８番１４号,tsusho,086-236-7604,H31.4.1,10,岡山県岡山市南区南輝三丁目18-14,matched,34.606102,133.932053,岡山県岡山市南区南輝三丁目１８番１４号,1
わおん ふじた教室,701-0221,岡山県岡山市南区藤田２０００番地６－２－B101,tsusho,086-250-7025,R1.6.1,10,岡山県岡山市南区藤田2000-6-2-B101,matched,34.597733,133.896103,岡山県岡山市南区藤田２０００番地,1
デイサポートLau,709-1203,岡山県岡山市南区西紅陽台２丁目５８－４１８,tsusho,086-236-8367,R1.7.1,15,岡山県岡山市南区西紅陽台2丁目58-418,matched,34.549713,133.885071,岡山県岡山市南区西紅陽台二丁目５８番地,1
児童発達支援事業所ひかり,702-8051,岡山県岡山市南区築港元町１３－２５MARUGOビル2F,tsusho,086-362-7440,R1.8.1,20,岡山県岡山市南区築港元町13-25MARUGOビル2F,matched,34.60445,133.947235,岡山県岡山市南区築港元町１３番２５号,1
放課後等デイサービス・児童発達支援あそぼII,701-0205,岡山県岡山市南区妹尾２４０７－３５,tsusho,090-8609-3996,R2.1.1,10,岡山県岡山市南区妹尾2407-35,matched,34.616177,133.866318,岡山県岡山市南区妹尾２４０７番地,1
多機能型事業所りんどう,702-8023,岡山県岡山市南区南輝１丁目１１番３８号,tsusho,086-230-7851,R2.4.1,10,岡山県岡山市南区南輝1丁目11-38,matched,34.610443,133.936539,岡山県岡山市南区南輝一丁目１１番３８号,1
晴る日 泉田事業所,700-0944,岡山県岡山市南区泉田一丁目8番36号,tsusho,086-227-3510,R2.10.1,10,岡山県岡山市南区泉田一丁目8-36,matched,34.626354,133.914551,岡山県岡山市南区泉田一丁目８番３６号,1
アクティブスペースみらい万倍店,700-0955,岡山県岡山市南区万倍43-1,tsusho,086-239-6700,R3.3.1,10,岡山県岡山市南区万倍43-1,matched,34.626637,133.901093,岡山県岡山市南区万倍,1
星とたんぽぽいっぽずつ,702-8027,岡山県岡山市南区芳泉2丁目15-6,tsusho,086-259-5805,R3.3.1,10,岡山県岡山市南区芳泉2丁目15-6,matched,34.620861,133.909882,岡山県岡山市南区芳泉二丁目１５番６号,1
セカンド晴る日,700-0955,岡山県岡山市南区万倍16番地5,tsusho,086-289-6222,R3.3.1,10,岡山県岡山市南区万倍16-5,matched,34.626438,133.897095,岡山県岡山市南区万倍１６番地,1
アートチャイルドケアSEDスクール岡山豊成,700-0942,岡山県岡山市南区豊成一丁目1番18号,tsusho,086-238-6330,R3.3.1,10,岡山県岡山市南区豊成一丁目1-18,matched,34.634151,133.927917,岡山県岡山市南区豊成一丁目１番１８号,1
びーふらっと福成店,702-8022,岡山県岡山市南区福成3丁目6-10,tsusho,086-250-2791,R3.6.1,10,岡山県岡山市南区福成3丁目6-10,matched,34.612793,133.938538,岡山県岡山市南区福成三丁目６番１０号,1
晴る日 藤田事業所,701-0221,岡山県岡山市南区藤田724番地16,tsusho,086-250-2089,R3.11.1,10,岡山県岡山市南区藤田724-16,matched,34.619492,133.899887,岡山県岡山市南区藤田７２４番地,1
ミライク岡山南教室,702-8027,岡山県岡山市南区芳泉4丁目19-14,tsusho,086-236-9410,R4.3.1,10,岡山県岡山市南区芳泉4丁目19-14,matched,34.622009,133.92189,岡山県岡山市南区芳泉四丁目１９番１４号,1
Rapo Lab*,701-0211,岡山県岡山市南区東畦30-13,tsusho,086-250-6319,R4.3.1,10,岡山県岡山市南区東畦30-13,matched,34.606342,133.867279,岡山県岡山市南区東畦３０番地,1
すくすく塾 新保,700-0945,岡山県岡山市南区新保673番地24,tsusho,086-236-9656,R4.5.1,10,岡山県岡山市南区新保673-24,matched,34.628216,133.908798,岡山県岡山市南区新保６７３番地,1
児童発達支援・放課後等デイサービスアイデア泉田事業所,700-0944,岡山県岡山市南区泉田2-6-15福電ビル203,tsusho,086-236-9399,R5.1.1,10,岡山県岡山市南区泉田2-6-15福電ビル203,matched,34.626938,133.922958,岡山県岡山市南区泉田二丁目６番１５号,1
ジョブトレ晴る日,700-0955,岡山県岡山市南区万倍78番地4,tsusho,086-250-9953,R5.4.1,10,岡山県岡山市南区万倍78-4,matched,34.627205,133.90126,岡山県岡山市南区万倍７８番地,1
就職準備型放課後等デイサービスみらい万倍店,700-0955,岡山県岡山市南区万倍54番地6,tsusho,070-4032-1515,R5.8.1,10,岡山県岡山市南区万倍54-6,matched,34.626404,133.901474,岡山県岡山市南区万倍５４番地,1
児童発達支援・放課後等デイサービスアイデア豊成事業所,700-0942,岡山県岡山市南区豊成3丁目17-3,tsusho,086-250-3858,R5.8.1,20,岡山県岡山市南区豊成3丁目17-3,matched,34.626274,133.926651,岡山県岡山市南区豊成三丁目１７番３号,1
晴る日 当新田事業所,700-0956,岡山県岡山市南区当新田455番地25,tsusho,086-239-8930,R7.4.1,10,岡山県岡山市南区当新田455-25,matched,34.622738,133.897675,岡山県岡山市南区当新田４５５番地,1
晴る日 豊成事業所,700-0942,岡山県岡山市南区豊成二丁目5番31号,tsusho,086-239-7160,R7.4.1,10,岡山県岡山市南区豊成二丁目5-31,matched,34.628967,133.927948,岡山県岡山市南区豊成二丁目５番３１号,1
Smile Kid'sかたしま,710-0805,岡山県倉敷市片島町3番地5,tsusho,086-465-4730,H24.4.1,10,岡山県倉敷市片島町3-5,matched,34.577126,133.722733,岡山県倉敷市片島町３番地,1
エンゼルくらぶ,711-0906,岡山県倉敷市児島下の町3-8-60,tsusho,086-473-9300,H24.4.1,10,岡山県倉敷市児島下の町3-8-60,matched,34.477886,133.820923,岡山県倉敷市児島下の町三丁目８番６０号,1
きらり倉敷,710-0836,岡山県倉敷市沖194-1,tsusho,086-435-9820,H24.4.1,10,岡山県倉敷市沖194-1,matched,34.587994,133.752701,岡山県倉敷市沖１９４番地,1
きらり児島,711-0921,岡山県倉敷市児島駅前4丁目92番,tsusho,086-473-0667,H24.4.1,10,岡山県倉敷市児島駅前4丁目92-,matched,34.460758,133.803177,岡山県倉敷市児島駅前四丁目９２番地,1
きらり中庄,701-0113,岡山県倉敷市栗坂8,tsusho,086-464-0004,H24.4.1,10,岡山県倉敷市栗坂8,matched,34.630062,133.825867,岡山県倉敷市栗坂,1
きらり水島,712-8062,岡山県倉敷市水島北幸町2-3,tsusho,086-446-2311,H24.4.1,10,岡山県倉敷市水島北幸町2-3,matched,34.541538,133.740494,岡山県倉敷市水島北幸町２番,1
ぽこ・あ・ぽこ,710-0005,岡山県倉敷市西岡1093-2,tsusho,086-486-0069,H24.4.1,10,岡山県倉敷市西岡1093-2,matched,34.618755,133.767899,岡山県倉敷市西岡,1
きらり玉島,713-8103,岡山県倉敷市玉島乙島5796-53,tsusho,086-476-5515,H24.4.1,10,岡山県倉敷市玉島乙島5796-53,matched,34.549572,133.691803,岡山県倉敷市玉島乙島５７９６番地,1
P.P.P.プラットフォーム！児島,710-0142,岡山県倉敷市林1138番地,tsusho,086-485-5775,H24.4.1,10,岡山県倉敷市林1138-,matched,34.53326,133.813538,岡山県倉敷市林,1
デイサービスセンターさち,712-8013,岡山県倉敷市亀島1丁目24番17号,tsusho,086-444-1162,H24.4.1,6,岡山県倉敷市亀島1丁目24-17,matched,34.537647,133.730423,岡山県倉敷市亀島一丁目２４番１７号,1
ぽこ・あ・ぽこ船穂,710-0262,岡山県倉敷市船穂町水江185,tsusho,086-552-5561,H24.4.1,10,岡山県倉敷市船穂町水江185,matched,34.603832,133.725739,岡山県倉敷市船穂町水江１８５番地,1
ここキッズ,710-0002,岡山県倉敷市生坂2257-1,tsusho,086-463-5506,H24.4.1,10,岡山県倉敷市生坂2257-1,matched,34.632298,133.785172,岡山県倉敷市生坂,1
めやすばこ・きっず,710-0803,岡山県倉敷市中島638-13,tsusho,086-466-0751,H24.4.1,10,岡山県倉敷市中島638-13,matched,34.583637,133.735626,岡山県倉敷市中島６３８番地,1
めやすばこ・きっずII,710-0847,岡山県倉敷市東富井739-2,tsusho,086-697-6841,H24.4.1,10,岡山県倉敷市東富井739-2,matched,34.577667,133.751755,岡山県倉敷市東富井７３９番地,1
p.p.p.プラットフォーム！玉島,713-8101,岡山県倉敷市玉島上成342-1,tsusho,086-526-2123,H24.4.1,10,岡山県倉敷市玉島上成342-1,matched,34.564232,133.692154,岡山県倉敷市玉島上成３４２番地,1
ぽこ・あ・ぽこ藤戸,710-0133,岡山県倉敷市藤戸町藤戸3-6,tsusho,086-441-5590,H24.4.1,10,岡山県倉敷市藤戸町藤戸3-6,matched,34.561581,133.806686,岡山県倉敷市藤戸町藤戸３番地,1
まんようの里キッズ,710-0036,岡山県倉敷市粒浦23-2,tsusho,086-435-2240,H24.4.1,10,岡山県倉敷市粒浦23-2,matched,34.569069,133.786118,岡山県倉敷市粒浦,1
デイサービスさいころ,710-0824,岡山県倉敷市老松町4丁目1-12-1,tsusho,086-425-2123,H24.4.1,10,岡山県倉敷市老松町4丁目1-12-1,matched,34.592396,133.764145,岡山県倉敷市老松町四丁目１番１２号,1
学習支援レインボー大島教室,710-0047,岡山県倉敷市大島558,tsusho,086-441-7741,H24.4.1,10,岡山県倉敷市大島558,matched,34.607224,133.776184,岡山県倉敷市大島５５８番地,1
れっつ中庄,710-0016,岡山県倉敷市中庄吉田南2960-1,tsusho,086-463-5311,H24.4.1,10,岡山県倉敷市中庄吉田南2960-1,matched,34.618984,133.795776,岡山県倉敷市中庄,1
P.P.P.ヒマワリ！玉島,713-8123,岡山県倉敷市玉島柏島1531-2,tsusho,086-441-8011,H24.8.1,10,岡山県倉敷市玉島柏島1531-2,matched,34.531937,133.658112,岡山県倉敷市玉島柏島,1
P.P.P.ヒマワリ！福田,712-8041,岡山県倉敷市福田町福田2122-1,tsusho,086-455-3503,H24.11.1,10,岡山県倉敷市福田町福田2122-1,matched,34.551933,133.764328,岡山県倉敷市福田町福田２１２２番地,1
ほっとルーム倉敷,710-0847,岡山県倉敷市東富井987-10,tsusho,086-427-7500,H25.7.1,10,岡山県倉敷市東富井987-10,matched,34.573566,133.753174,岡山県倉敷市東富井９８７番地,1
おひさまキッズ,712-8061,岡山県倉敷市神田四丁目8番28号,tsusho,086-441-9847,H26.4.1,10,岡山県倉敷市神田四丁目8-28,matched,34.543907,133.727463,岡山県倉敷市神田四丁目８番２８号,1
めやすばこきっずぷらす,710-0803,岡山県倉敷市中島638-13,tsusho,086-441-0129,H26.4.1,10,岡山県倉敷市中島638-13,matched,34.583637,133.735626,岡山県倉敷市中島６３８番地,1
りんごのき,712-8012,岡山県倉敷市連島2-13-17,tsusho,086-444-0345,H26.6.1,10,岡山県倉敷市連島2-13-17,matched,34.549156,133.74231,岡山県倉敷市連島二丁目１３番１７号,1
学習支援レインボー川入教室,710-0811,岡山県倉敷市川入815-5,tsusho,086-486-3341,H26.7.1,10,岡山県倉敷市川入815-5,matched,34.608452,133.758652,岡山県倉敷市川入８１５番地,1
創心会児童発達支援ルーム心歩笹沖,710-0842,岡山県倉敷市吉岡408-1,tsusho,086-435-5080,H26.10.1,10,岡山県倉敷市吉岡408-1,matched,34.569241,133.767487,岡山県倉敷市吉岡４０８番地,1
ほっとルーム倉敷II,710-0834,岡山県倉敷市笹沖695-1,tsusho,086-427-7540,H27.3.1,10,岡山県倉敷市笹沖695-1,matched,34.577621,133.768524,岡山県倉敷市笹沖６９５番地,1
めやすばこひ・よ・りきっず,710-0022,岡山県倉敷市早高568-3,tsusho,086-441-1207,H27.4.1,10,岡山県倉敷市早高568-3,matched,34.594448,133.822891,岡山県倉敷市早高５６８番地,1
創心会児童発達支援ルーム心歩茶屋町,710-1101,岡山県倉敷市茶屋町1720-1,tsusho,086-420-0048,H27.6.1,10,岡山県倉敷市茶屋町1720-1,matched,34.578075,133.8311,岡山県倉敷市茶屋町,1
てらす西阿知,710-0807,岡山県倉敷市西阿知町930-1,tsusho,086-441-3973,H28.5.1,10,岡山県倉敷市西阿知町930-1,matched,34.589951,133.731934,岡山県倉敷市西阿知町,1
あすなろSmile,713-8125,岡山県倉敷市玉島勇崎1044-5,tsusho,086-441-8900,H28.6.1,10,岡山県倉敷市玉島勇崎1044-5,matched,34.519291,133.650955,岡山県倉敷市玉島勇崎１０４４番地,1
ほっとルーム倉敷III,710-0038,岡山県倉敷市新田3057-8,tsusho,086-427-7544,H28.7.1,10,岡山県倉敷市新田3057-8,matched,34.579983,133.780594,岡山県倉敷市新田３０５７番地,1
学習支援レインボー玉島教室,713-8102,岡山県倉敷市玉島1367,tsusho,086-523-1671,H28.7.1,10,岡山県倉敷市玉島1367,matched,34.548698,133.680878,岡山県倉敷市玉島１３６７番地,1
きっずぱれっと西富井,710-0845,岡山県倉敷市西富井636-30,tsusho,086-476-7716,H28.8.1,10,岡山県倉敷市西富井636-30,matched,34.575314,133.743027,岡山県倉敷市西富井６３６番地,1
つばめキッズ広江教室,712-8043,岡山県倉敷市広江2丁目5-30,tsusho,086-456-5007,H28.10.1,10,岡山県倉敷市広江2丁目5-30,matched,34.52599,133.770432,岡山県倉敷市広江二丁目５番３０号,1
スロースマイル,713-8102,岡山県倉敷市玉島3010-1,tsusho,050-3451-9822,H28.11.1,10,岡山県倉敷市玉島3010-1,matched,34.552788,133.684799,岡山県倉敷市玉島,1
児童発達支援もくもく,710-0837,岡山県倉敷市沖新町63-7,tsusho,086-476-2082,H29.4.1,10,岡山県倉敷市沖新町63-7,matched,34.582417,133.755051,岡山県倉敷市沖新町６３番地,1
HAPPY SMILE,712-8022,岡山県倉敷市水島北緑町1-16,tsusho,086-441-5077,H29.10.1,10,岡山県倉敷市水島北緑町1-16,matched,34.548428,133.74585,岡山県倉敷市水島北緑町１番１６号,1
かがやきっず,711-0907,岡山県倉敷市児島上の町1-1-16-8,tsusho,086-454-8270,H29.10.1,10,岡山県倉敷市児島上の町1-1-16-8,matched,34.478645,133.810608,岡山県倉敷市児島上の町一丁目１番１６号,1
きさいや,710-0841,岡山県倉敷市堀南637-1,tsusho,086-442-8153,H29.11.1,10,岡山県倉敷市堀南637-1,matched,34.576862,133.75705,岡山県倉敷市堀南６３７番地,1
パントーン・フューチャー・スクール中島校,710-0803,岡山県倉敷市中島2609-1,tsusho,086-476-0618,H30.3.1,10,岡山県倉敷市中島2609-1,matched,34.580677,133.734375,岡山県倉敷市中島,1
放課後等デイサービスコンシェルジェ帯江,710-0023,岡山県倉敷市帯高440-6,tsusho,086-436-7239,H30.4.1,10,岡山県倉敷市帯高440-6,matched,34.581242,133.806885,岡山県倉敷市帯高４４０番地,1
児童発達支援事業所はな,710-0023,岡山県倉敷市帯高168-2,tsusho,086-451-3112,H30.4.1,10,岡山県倉敷市帯高168-2,matched,34.580521,133.812057,岡山県倉敷市帯高,1
ホハル,710-1304,岡山県倉敷市真備町尾崎915-22,tsusho,086-441-4019,H30.4.1,10,岡山県倉敷市真備町尾崎915-22,matched,34.624569,133.677582,岡山県倉敷市真備町尾崎９１５番地,1
Withひろば真備,710-1302,岡山県倉敷市真備町服部1895,tsusho,086-441-7801,H30.4.1,10,岡山県倉敷市真備町服部1895,matched,34.612301,133.675262,岡山県倉敷市真備町服部１８９５番地,1
アダージョ,710-0847,岡山県倉敷市東富井803-9,tsusho,086-423-5040,H30.6.1,10,岡山県倉敷市東富井803-9,matched,34.578804,133.755341,岡山県倉敷市東富井８０３番地,1
ますかっと,710-0833,岡山県倉敷市西中新田5番地8,tsusho,086-424-5543,H30.7.1,10,岡山県倉敷市西中新田5-8,matched,34.579559,133.758408,岡山県倉敷市西中新田５番地,1
コトノハ,701-0113,岡山県倉敷市栗坂12-2,tsusho,086-463-0300,H29.1.1,10,岡山県倉敷市栗坂12-2,matched,34.630062,133.825867,岡山県倉敷市栗坂,1
未来図,710-0833,岡山県倉敷市西中新田596-7,tsusho,086-431-2733,R2.4.1,10,岡山県倉敷市西中新田596-7,matched,34.585152,133.768326,岡山県倉敷市西中新田５９６番地,1
えいる,710-0062,岡山県倉敷市浜町1丁目2-20,tsusho,086-486-3500,R3.6.1,-,岡山県倉敷市浜町1丁目2-20,matched,34.605835,133.770844,岡山県倉敷市浜町一丁目２番２０号,1
児童発達支援事業所てけてけ,708-0004,岡山県津山市山北800,tsusho,0868-32-2174,H24.4.1,20,岡山県津山市山北800,matched,35.068127,134.009109,岡山県津山市山北８００番地,1
児童発達支援事業所あゆみ,708-0014,岡山県津山市院庄960-1,tsusho,0868-35-2122,H24.4.1,10,岡山県津山市院庄960-1,matched,35.06068,133.951721,岡山県津山市院庄９６０番地,1
放課後等デイサービス事業所Liebe,708-0007,岡山県津山市総社58-7,tsusho,0868-32-6488,H26.4.1,10,岡山県津山市総社58-7,matched,35.076317,133.996719,岡山県津山市総社５８番地,1
ラルーチェめぐみ,708-0841,岡山県津山市川崎594-5,tsusho,0868-35-3708,H27.3.1,20,岡山県津山市川崎594-5,matched,35.063499,134.02623,岡山県津山市川崎５９４番地,1
おひさま津山事業所,701-0804,岡山県津山市沼450タウニーハイツB棟,tsusho,0868-24-0889,H27.7.1,10,岡山県津山市沼450タウニーハイツB棟,matched,35.077911,134.012299,岡山県津山市沼４５０番地,1
多機能型事業所socio,708-0856,岡山県津山市西吉田400-8,tsusho,0868-26-2477,H28.5.1,10,岡山県津山市西吉田400-8,matched,35.050591,134.061523,岡山県津山市西吉田４００番地,1
放課後等デイサービスポロカ,708-0814,岡山県津山市東一宮31-13,tsusho,0868-32-8080,H29.1.1,10,岡山県津山市東一宮31-13,matched,35.097031,134.002426,岡山県津山市東一宮３１番地,1
キッズゆうゆう,708-1116,岡山県津山市野村315番地6,tsusho,0868-29-2323,H29.3.1,10,岡山県津山市野村315-6,matched,35.086475,134.071594,岡山県津山市野村３１５番地,1
あそび王国津山河辺事業所,708-0842,岡山県津山市河辺1707番地11,tsusho,0868-24-9555,H30.3.1,10,岡山県津山市河辺1707-11,matched,35.056992,134.048813,岡山県津山市河辺１７０７番地,1
リヤン,708-0015,岡山県津山市神戸480-2,tsusho,0868-32-8577,H30.4.1,10,岡山県津山市神戸480-2,matched,35.064636,133.942947,岡山県津山市神戸４８０番地,1
放課後等デイサービスポロカ上河原事業所,708-0002,岡山県津山市上河原572-3,tsusho,0868-32-8330,H30.4.1,20,岡山県津山市上河原572-3,matched,35.085396,134.003662,岡山県津山市上河原,1
みらい,708-0841,岡山県津山市川崎143-1川崎シャングリラ2階西側北,tsusho,0868-32-8008,H30.12.1,10,岡山県津山市川崎143-1川崎シャングリラ2階西側北,matched,35.058578,134.030365,岡山県津山市川崎１４３番地,1
夢門塾ゆうゆう津山,708-0002,岡山県津山市上河原217番地11,tsusho,0868-32-8470,H31.2.1,10,岡山県津山市上河原217-11,matched,35.083569,134.002457,岡山県津山市上河原２１７番地,1
放課後等デイサービス事業所よつば,708-0814,岡山県津山市東一宮12-2,tsusho,0868-35-0718,H31.2.1,10,岡山県津山市東一宮12-2,matched,35.094868,134.001709,岡山県津山市東一宮１２番地,1
よつばのクローバー国分寺,708-0843,岡山県津山市国分寺233-6,tsusho,0868-67-6092,H31.3.1,10,岡山県津山市国分寺233-6,matched,35.050137,134.044388,岡山県津山市国分寺２３３番地,1
リヤン二宮事業所,708-0013,岡山県津山市二宮1876-13,tsusho,0868-32-8081,R2.4.1,10,岡山県津山市二宮1876-13,matched,35.060772,133.975189,岡山県津山市二宮１８７６番地,1
step socio,708-0855,岡山県津山市金井11-10,tsusho,0868-26-2477,R3.4.1,10,岡山県津山市金井11-10,matched,35.043972,134.066269,岡山県津山市金井１１番地,1
くれーる,708-0014,岡山県津山市院庄913番地1,tsusho,0868-35-0353,R3.5.1,10,岡山県津山市院庄913-1,matched,35.060535,133.955688,岡山県津山市院庄９１３番地,1
あそび王国津山田邑事業所,708-0011,岡山県津山市上田邑11,tsusho,0868-28-8010,H29.4.1,10,岡山県津山市上田邑11,matched,35.08218,133.967133,岡山県津山市上田邑１１番地,1
COCOWA,708-1115,岡山県津山市河面140-1,tsusho,0868-35-0325,R7.3.1,10,岡山県津山市河面140-1,matched,35.071945,134.074707,岡山県津山市河面,1
ほっぷあっぷ,706-0151,岡山県玉野市長尾121番3,tsusho,0863-71-5150,R4.4.1,10,岡山県玉野市長尾121-3,matched,34.499214,133.889191,岡山県玉野市長尾１２１番地,1
こだまクラブ,706-0143,岡山県玉野市木目1282番地2,tsusho,0863-33-3717,H25.4.1,10,岡山県玉野市木目1282-2,matched,34.510918,133.893814,岡山県玉野市木目１２８２番地,1
いちばん星,706-0024,岡山県玉野市御崎二丁目12-47,tsusho,0863-81-1155,H26.3.1,10,岡山県玉野市御崎二丁目12-47,matched,34.460243,133.927872,岡山県玉野市御崎二丁目１２番４７号,1
ニコたま,706-0011,岡山県玉野市宇野1-34-10,tsusho,0863-33-3335,R4.4.1,10,岡山県玉野市宇野1-34-10,matched,34.493191,133.944275,岡山県玉野市宇野一丁目３４番１０号,1
Lauキッズ,706-0313,岡山県玉野市西田井地2278-8,tsusho,080-7412-3786,R3.8.1,10,岡山県玉野市西田井地2278-8,matched,34.550873,133.995224,岡山県玉野市西田井地２２７８番地,1
ふらっと,706-0132,岡山県玉野市用吉1767 1階,tsusho,0863-33-0306,R4.4.1,10,岡山県玉野市用吉17671階,matched,34.512844,133.892044,岡山県玉野市用吉,1
発達支援センターかさおか,714-0057,岡山県笠岡市金浦746,tsusho,0865-66-0844,H24.4.1,10,岡山県笠岡市金浦746,matched,34.519356,133.488205,岡山県笠岡市金浦７４６番地,1
夢門塾ゆうゆう笠岡,714-0031,岡山県笠岡市西大島新田161-1,tsusho,0865-60-0622,H29.3.1,10,岡山県笠岡市西大島新田161-1,matched,34.48988,133.530457,岡山県笠岡市西大島新田１６１番地,1
