name,postal,full_address,category,phone,designation_date,capacity
あそび王国津山田邑事業所,708-0011,岡山県津山市上田邑11,tsusho,0868-28-8010,H29.4.1,10
COCOWA,708-1115,岡山県津山市河面140-1,tsusho,0868-35-0325,R7.3.1,10
ほっぷあっぷ,706-0151,岡山県玉野市長尾121番3,tsusho,0863-71-5150,R4.4.1,10
こだまクラブ,706-0143,岡山県玉野市木目1282番地2,tsusho,0863-33-3717,H25.4.1,10
いちばん星,706-0024,岡山県玉野市御崎二丁目12-47,tsusho,0863-81-1155,H26.3.1,10
ニコたま,706-0011,岡山県玉野市宇野1-34-10,tsusho,0863-33-3335,R4.4.1,10
Lauキッズ,706-0313,岡山県玉野市西田井地2278-8,tsusho,080-7412-3786,R3.8.1,10
ふらっと,706-0132,岡山県玉野市用吉1767 1階,tsusho,0863-33-0306,R4.4.1,10
発達支援センターかさおか,714-0057,岡山県笠岡市金浦746,tsusho,0865-66-0844,H24.4.1,10
夢門塾ゆうゆう笠岡,714-0031,岡山県笠岡市西大島新田161-1,tsusho,0865-60-0622,H29.3.1,10
プラム放課後,714-0042,岡山県笠岡市美の浜26番地29,tsusho,0865-63-8025,R6.10.1,10
こどもサポート教室きらり笠岡校,714-0088,岡山県笠岡市中央町8-15,tsusho,0865-63-9555,H30.9.1,10
夢門塾ゆうゆう笠岡2組,714-0031,岡山県笠岡市西大島新田161-1,tsusho,0865-60-0622,H31.3.1,10
児童発達支援事業所すみよしキッズ,714-0081,岡山県笠岡市笠岡2461-1,tsusho,0865-61-4661,R1.9.1,10
あ～とてらこやその弐,714-0066,岡山県笠岡市用之江143,tsusho,0865-63-8578,R5.6.1,10
こどもアシストぽの笠岡教室,714-0083,岡山県笠岡市二番町4番地30,tsusho,0865-60-0311,R3.12.1,10
放課後等デイサービスウィズ・ユー笠岡,714-0081,岡山県笠岡市笠岡2388番地33,tsusho,0865-61-4428,R6.11.1,10
こどもサポート教室きらり笠岡今井校,714-0022,岡山県笠岡市今立30番地3階,tsusho,080-1922-6163,R7.4.1,10
井原あゆみ園,715-0019,岡山県井原市井原町1110,tsusho,0866-62-1484,H24.4.1,10
療育支援事業所てくてく,715-0004,岡山県井原市木之子町19番1,tsusho,0866-63-2003,H24.4.1,10
夢門塾ゆうゆう井原,715-0006,岡山県井原市西江原町935-1,tsusho,0866-63-4700,H27.12.1,10
放課後児童デイサービスセンターらいず,715-0025,岡山県井原市笹賀町2-21-11,tsusho,0866-84-0127,H30.4.1,10
こども発達支援すてっぷ,715-0014,岡山県井原市七日市町122-1,tsusho,0866-84-1775,R4.10.1,10
KJKスクール,715-0006,岡山県井原市西江原町2257番地1,tsusho,090-2867-8326,R5.4.1,10
かしゅかしゅ,719-1155,岡山県総社市小寺365,tsusho,0866-92-2384,H24.4.1,10
サポートセンターはるかぜ,710-1201,岡山県総社市久代4598-1,tsusho,0866-96-2992,H24.4.1,10
コロンコロン,719-1136,岡山県総社市駅前2丁目15-18,tsusho,0866-95-2724,H27.4.1,10
児童発達支援事業所てぃんくる,719-1131,岡山県総社市中央6丁目8-106,tsusho,0866-95-2154,H27.10.1,10
発達支援事業ハロウ,719-1125,岡山県総社市井手366-4,tsusho,0866-92-0086,H28.6.1,10
ソーシャルスキルサポートふぁみりえ,719-1131,岡山県総社市中央4丁目22-106メゾン石田103・105,tsusho,0866-94-5606,H28.8.1,10
東総社放課後等デイサービスにこにこ,719-1115,岡山県総社市福井2081,tsusho,0866-31-5366,H28.12.1,10
児童発達支援事業所たんぽぽ,719-1132,岡山県総社市駅南1丁目26-3,tsusho,0866-31-8981,H29.4.1,10
こぱんはうすさくら総社東教室,719-1125,岡山県総社市井手578-1オフィス21 2階201号・202号,tsusho,0866-31-8847,H30.3.1,20
夢門塾ゆうゆう総社,719-1131,岡山県総社市総社市中央六丁目9-101,tsusho,0866-31-6616,H30.3.1,10
学習支援レインボー総社中央教室,719-1126,岡山県総社市総社2丁目1-30,tsusho,0866-31-8211,H30.7.1,10
サポートセンターかがやき,719-1155,岡山県総社市総社市小寺958,tsusho,0866-94-3500,R2.4.1,20
ほのぼのplus＋,719-1136,岡山県総社市駅前2丁目12番12号,tsusho,0866-37-1036,R7.4.1,10
みずたま,716-0046,岡山県高梁市横町1693番地1,tsusho,0866-22-3611,H24.4.1,10
つむぎ高梁,716-0046,岡山県高梁市横町1072-1,tsusho,0866-56-0011,H27.5.1,20
つむぎ落合,716-0061,岡山県高梁市落合町阿部1996-2,tsusho,0866-56-1122,R2.2.1,10
スマイル,718-0003,岡山県新見市高尾2488番地13,tsusho,0867-72-2522,H24.4.1,10
もりっこ,718-0016,岡山県新見市金谷640-1,tsusho,0867-72-3053,H29.6.1,10
統合ケアハウスリンクス,701-4263,岡山県瀬戸内市長船町西須恵451番地,tsusho,0869-24-7815,H26.9.1,10
放課後等デイサービスkiki,705-0012,岡山県備前市香登本487-1,tsusho,0869-66-6388,H29.3.1,10
リエゾン,709-0212,岡山県備前市吉永町神根本865,tsusho,0869-84-2033,H31.4.1,10
パステルちゃいるどケアハウス,709-0225,岡山県備前市吉永町三股26,tsusho,0869-93-4566,R1.7.1,10
放課後等デイサービスれもんツリー,705-0003,岡山県備前市大内326-1,tsusho,0869-66-6970,R4.6.1,10
こども発達LABO.Proリハ備前,705-0001,岡山県備前市伊部1405-9,tsusho,0869-63-1630,R5.9.1,10
デイサービスこすもす,701-4246,岡山県瀬戸内市邑久町山田庄217-2,tsusho,0869-24-7978,H26.5.1,10
デイサービスといろ,701-4246,岡山県瀬戸内市邑久町山田庄541-8,tsusho,0869-24-8090,H28.10.1,10
よつばのクローバー瀬戸内,701-4221,岡山県瀬戸内市邑久町尾張653番地1,tsusho,0869-24-8802,H29.3.1,10
よつばのクローバー邑久,701-4221,岡山県瀬戸内市邑久町尾張367,tsusho,0869-24-7860,R4.4.1,10
しあわせたしざん,701-4253,岡山県瀬戸内市邑久町箕輪76-1,tsusho,0869-24-8484,R4.4.1,10
よつばのクローバー長船,701-4265,岡山県瀬戸内市長船町福岡500-2,tsusho,0869-24-7470,H29.12.1,10
さわやか愛の家せとうち館,701-4264,岡山県瀬戸内市長船町土師2579番1,tsusho,0869-26-8787,H29.6.1,10
よつばのクローバー東備,701-4271,岡山県瀬戸内市長船町長船575-152,tsusho,0869-93-4633,R3.9.1,10
よつばのクローバー大富,701-4231,岡山県瀬戸内市邑久町大窪282番地16,tsusho,0869-24-8522,R7.2.1,10
スマイルオン,701-2223,岡山県赤磐市東窪田93番地1,tsusho,086-956-3380,H30.4.1,10
ことのはフレンズ,709-0802,岡山県赤磐市桜が丘西10-29-9,tsusho,086-956-3761,R4.4.1,10
赤磐ぐんぐん,709-0826,岡山県赤磐市和田194-1,tsusho,086-955-6758,H24.4.1,10
ぐんぐんぴっぴ,709-0815,岡山県赤磐市立川444-1,tsusho,086-955-6758,H28.1.1,10
なついろGRIT,709-0827,岡山県赤磐市山陽三丁目2番9,tsusho,086-958-5443,H29.12.1,10
さわやか愛の家あかいわ館,709-0721,岡山県赤磐市桜が丘東4丁目4-252 2階,tsusho,086-995-2888,H29.11.1,10
放課後等デイサービスあんずの家,709-0721,岡山県赤磐市桜が丘東6丁目6番地704,tsusho,086-958-5571,H31.4.1,10
むすび桜が丘,709-0721,岡山県赤磐市桜が丘東一丁目1311番地4,tsusho,086-956-2511,R2.4.1,10
ぐんぐんタッチ,709-0817,岡山県赤磐市上市355-2,tsusho,086-955-6758,R5.4.1,10
児童発達支援・放課後等デイサービスかえでの家,709-0705,岡山県赤磐市松木549,tsusho,086-995-0244,R5.10.1,10
ピタゴラス放課後真庭,719-3201,岡山県真庭市久世2669番地4名越旅館南館,tsusho,0867-45-7702,H28.10.1,10
マルコポーロ放課後真庭,719-3201,岡山県真庭市久世2259-1,tsusho,0867-45-1105,R2.11.1,10
ペリー放課後真庭,717-0013,岡山県真庭市勝山1254,tsusho,070-6444-7788,R3.3.1,10
つぼみ北房,716-1411,岡山県真庭市上水田3166番地1,tsusho,0866-56-1976,R6.8.1,10
児童発達支援事業所めばえ,707-0045,岡山県美作市巨勢1877-1,tsusho,0868-73-3955,H26.6.1,10
なくら七色キッズ,707-0025,岡山県美作市栄町68,tsusho,0868-72-7551,H30.7.1,10
放課後等デイサービス虹の郷,701-2604,岡山県美作市福本806番地1,tsusho,090-3170-7957,R3.8.1,10
ツリーハウス美作粟井教室,709-4203,岡山県美作市小野530,tsusho,0868-75-3067,R5.11.1,10
ころりん,707-0042,岡山県美作市朽木26番地2,tsusho,0868-73-6038,H31.4.1,10
発達支援センターあさくち,719-0112,岡山県浅口市金光町須恵653番地,tsusho,080-3877-2490,H24.4.1,10
夢門塾ゆうゆう浅口,719-0104,岡山県浅口市金光町占見新田54-3,tsusho,0865-42-2480,H29.1.1,10
楽修空間せるふぃっしゅ金光教室,719-0104,岡山県浅口市金光町占見新田237,tsusho,0865-54-0971,H29.8.1,10
放課後等デイサービスがく,719-0113,岡山県浅口市金光町佐方181-1,tsusho,080-3874-3570,R2.5.1,10
ごきげん塾浅口,719-0104,岡山県浅口市金光町占見新田777番地香取第3ビル2階,tsusho,0865-43-0266,R3.4.1,10
スロースマイル和楽,719-0111,岡山県浅口市金光町大谷1698-2,tsusho,090-6415-4159,R3.7.1,10
あいず和気,709-0422,岡山県和気郡和気町尺所31-1,tsusho,0869-92-9005,R4.11.1,10
めろでぃ早島事業所,701-0304,岡山県都窪郡早島町早島229-5,tsusho,086-483-0089,H29.10.1,10
Withひろば早島,701-0304,岡山県都窪郡早島町早島3365-2,tsusho,086-441-6768,H30.5.1,10
アトリエぬかごっこ,701-0304,岡山県都窪郡早島町早島3125-1,tsusho,086-482-1392,R1.5.1,10
まなび家早島,701-0304,岡山県都窪郡早島町早島4598-19,tsusho,086-441-6558,R1.5.1,10
ももの家,701-0304,岡山県都窪郡早島町早島1639-2,tsusho,086-486-4489,R3.2.1,10
muni.,701-0303,岡山県都窪郡早島町前潟31,tsusho,086-442-9860,R5.4.1,10
でいさーびすあいりんご6,701-0304,岡山県都窪郡早島町早島4116-64,tsusho,086-441-0636,R5.1.1,10
まなび家若宮,701-0302,岡山県都窪郡早島町若宮3543-10,tsusho,086-454-6256,R5.4.1,10
アートチャイルドケアSEDスクール岡山早島Plus+,701-0303,岡山県都窪郡早島町前潟390-3,tsusho,086-441-6435,R5.10.1,10
発達支援センターさとしょう,719-0301,岡山県浅口郡里庄町里見1107番地2,tsusho,080-5615-2166,R2.4.1,10
里庄町放課後等デイサービス事業所ぽかぽか,719-0301,岡山県浅口郡里庄町里見105-2,tsusho,0865-75-0470,R5.4.1,10
児童デイサービスまきび,714-1201,岡山県小田郡矢掛町矢掛2090-6,tsusho,0866-63-4150,H26.3.1,10
発達支援センターやかげ,714-1202,岡山県小田郡矢掛町小林319-4,tsusho,090-2009-3448,H26.5.1,10
ホハル美川,714-1204,岡山県小田郡矢掛町下高末2686,tsusho,0866-83-0300,R2.9.1,10
あ～とてらこや,714-1223,岡山県小田郡矢掛町東川面1154,tsusho,0866-63-4853,R2.10.1,10
こあきっずぱるむ,708-0321,岡山県苫田郡鏡野町円宗寺1000-4,tsusho,080-7834-3253,R5.10.1,10
クレヨン,708-0324,岡山県苫田郡鏡野町竹田768,tsusho,0868-54-5904,R3.11.1,10
socio勝央,709-4303,岡山県勝田郡勝央町豊久田161-1,tsusho,0868-38-7090,H26.5.1,10
児童クラブつばめ,709-4311,岡山県勝田郡勝央町岡29-16,tsusho,0868-35-0571,R6.6.1,10
どんぐりはうす,709-4312,岡山県勝田郡勝央町黒土221-1,tsusho,0868-35-0545,R6.6.1,10
ジュネス,709-4335,岡山県勝田郡勝央町植月中1264,tsusho,0868-32-8588,R3.2.1,10
あそび王国勝央事業所,709-4303,岡山県勝田郡勝央町豊久田3271番地5,tsusho,0868-38-6401,R2.4.1,10
oicos socio,709-4323,岡山県勝田郡勝央町黒坂58番地の3,tsusho,0868-32-8733,R6.4.1,10
湧気自然塾,708-1314,岡山県勝田郡奈義町荒内西1050番地7,tsusho,0868-20-1755,R2.4.1,10
多機能型事業所あおば,708-1323,岡山県勝田郡奈義町豊沢600番地,tsusho,090-7977-2492,R6.5.1,10
Awesome!!,707-0504,岡山県英田郡西粟倉村長尾1281,tsusho,0868-75-3561,H30.6.1,10
ふりーすたいるにこにこ事業所,709-3614,岡山県久米郡久米南町下弓削446-3プレリュード久米南C棟,tsusho,086-728-3911,H28.6.1,10
ふりーすたいるわくわく事業所,708-1523,岡山県久米郡美咲町吉ヶ原862-10,tsusho,0868-62-7153,H29.8.1,10
ふりーすたいるのびのび事業所,709-3614,岡山県久米郡久米南町下弓削446-3プレリュード久米南A棟,tsusho,086-728-9011,R6.1.1,10
PAKARA KIDS,709-2413,岡山県加賀郡吉備中央町上田西2393-17,tsusho,0867-34-0730,H28.6.1,10
つむぎ大和,716-1554,岡山県加賀郡吉備中央町西362-1,tsusho,090-9952-7886,H29.11.1,10
つむぎ吉備中央,716-1111,岡山県加賀郡吉備中央町田土3109-3,tsusho,0866-54-0003,R4.4.1,10
吉備の里ぽけっと,709-2344,岡山県加賀郡吉備中央町上野2320-19,tsusho,0866-56-8237,R5.4.1,10
ひらた旭川荘通園センター,700-0952,岡山県岡山市北区平田407,severe,086-805-3810,H24.4.1,8
つぼみ,701-2154,岡山県岡山市北区原1058番地1,severe,086-230-2737,R1.5.1,5
おうちだ,701-0164,岡山県岡山市北区撫川848,severe,086-238-1804,R4.4.1,5
デイサービスはなはな,700-0945,岡山県岡山市南区新保654-13,severe,086-250-5506,H25.4.1,7
すくすくyell,700-0952,岡山県岡山市北区平田102番地108,severe,086-244-2525,R4.8.1,7
OZデイおかやま,702-8047,岡山県岡山市南区若葉町7番31号,severe,086-728-5662,R5.3.1,5
きらり中庄,701-0113,岡山県倉敷市栗坂8,severe,086-464-0004,H24.4.1,5
きらり水島,712-8062,岡山県倉敷市水島北幸町2-3,severe,086-446-2311,H24.4.1,5
つぼみケア,713-8103,岡山県倉敷市玉島乙島7189-4,severe,086-522-1022,R4.3.1,5
からふる,708-0814,岡山県津山市東一宮981,severe,0868-32-8899,R5.5.1,6
重度障害者支援センターすまいるハウス,714-0044,岡山県笠岡市神島3914,severe,0865-69-7779,H25.3.1,5
重度障害支援センターすまいるキッズ,714-0073,岡山県笠岡市大河796,severe,0865-66-4688,R5.3.1,7
多機能型事業所LaLa,719-1156,岡山県総社市門田1209,severe,0866-95-2373,R7.1.1,5
こもれび,715-0022,岡山県井原市下出部町一丁目14番地1,severe,0866-75-4357,H29.4.1,5
いんべ通園センターもみじ,705-0001,岡山県備前市伊部974-12,severe,0869-63-6001,H24.4.1,5
いちばんぼし,701-2222,岡山県赤磐市町苅田27,severe,086-957-3880,R3.4.1,5
旭川荘真庭地域センターさくら,717-0402,岡山県真庭市湯原温泉442-1,severe,0867-62-7701,H26.5.1,5
デイケアセンタービィーハウス,708-0332,岡山県苫田郡鏡野町吉原312,severe,0868-54-0312,H24.4.1,5
旭川児童院通園センター,703-8555,岡山県岡山市北区祇園866,center,086-275-1951,H24.4.1,20
岡山かなりや学園,700-0927,岡山県岡山市北区西古松321-102,center,086-241-1415,S50.4.1,20
みどり学園,701-2155,岡山県岡山市北区中原664-1先,center,086-275-2119,S49.4.1,28
児童発達支援センターまな星,700-0016,岡山県岡山市北区伊島町二丁目1番32号,center,086-214-0553,H27.12.1,28
わかくさ学園いちご,700-0952,岡山県岡山市北区平田407,center,086-805-3822,H27.12.1,20
児童発達支援センター倉敷学園,701-0113,岡山県倉敷市栗坂8番地,center,086-464-0012,S53.4.1,50
児童発達支援センターめやすばこ,710-0807,岡山県倉敷市西阿知町988番3,center,086-441-3416,H24.9.1,30
児童発達支援センタークムレ,712-8062,岡山県倉敷市水島北幸町2-4,center,086-441-7373,H25.5.1,50
P.P.P.ヒマワリ！児島,711-0913,岡山県倉敷市児島味野1-15-1,center,086-441-5515,H25.6.1,30
玉島児童発達支援センター,713-8113,岡山県倉敷市玉島八島1436番地1,center,086-522-0033,H26.4.1,40
児童発達支援センターさんぽるて,712-8007,岡山県倉敷市鶴の浦2丁目55-338,center,086-436-6922,H31.4.1,30
児童発達支援センターキッズみのり,708-0013,岡山県津山市二宮918,center,0868-28-3413,S43.4.3,16
玉野市児童発達支援センター,706-0132,岡山県玉野市用吉1186-1,center,0863-71-0600,H25.4.1,20
子ども療育センター笠岡学園,714-0057,岡山県笠岡市金浦746,center,0865-66-0844,S34.7.15,30
総社市立総社はばたき園,719-1155,岡山県総社市小寺365,center,0866-92-2384,S44.4.1,30
児童発達支援センターくるーる,716-0003,岡山県高梁市高倉町大瀬八長1656-1,center,0866-56-3946,H28.4.1,24
児童発達支援センターひよこ,701-4246,岡山県瀬戸内市邑久町山田庄873-1,center,0869-24-8170,H28.4.1,20
あかいわ児童発達支援センター,709-0802,岡山県赤磐市桜が丘西10-2-16,center,086-958-5571,H29.4.1,24
国立病院機構南岡山医療センター,701-0304,岡山県都窪郡早島町早島4066番地,center,086-482-1121,H24.4.1,15
